,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
245,245,2,0.610199988,"loan, process, time, closing, u, read, mortgage, rate, great, would","['experience', 'reliance', 'extremely', 'frustrating', 'aggravating', 'first', 'loan', 'mgr', 'asked', 'usual', 'pile', 'paper', 'including', 'prove', 'paid', 'tax', 'fine', 'wanted', 'copy', 'tax', 'return', 'could', 'compare', 'since', 'tax', 'auditor', 'unable', 'find', 'copy', 'irs', 'send', 'u', 'transcript', 'sent', 'via', 'po', 'electronically', 'held', 'week', 'transcript', 'mailed', 'u', 'irs', 'getting', 'ridiculous', 'irs', 'fax', 'directly', 'still', 'problem', 'authenticity', 'received', 'everything', 'discrepancy', 'yet', 'loan', 'mgr', 'suggested', 'go', 'ahead', 'dummy', 'copy', 'long', 'would', 'match', 'exactly', 'said', 'two', 'separate', 'transcript', 'accurate', 'could', 'use', 'would', 'walk', 'amazing', 'week', 'later', 'finally', 'approved', 'guy', 'emailed', 'called', 'every', 'day', 'sometimes', 'many', 'time', 'even', 'christmas', 'trip', 'dallas', 'sit', 'wait', 'wonder', 'black', 'hole', 'make', 'annoying', 'demeaning', 'way', 'speaking', 'saying', 'make', 'sense', 'every', 'statement', 'couldnt', 'understand', 'basic', 'english', 'one', 'thing', 'people', 'say', 'want', 'people', 'feel', 'inferior', 'requested', 'time', 'sent', 'least', 'make', 'sure', 'didnt', 'make', 'sense', 'inability', 'accept', 'irs', 'transcript', 'sent', 'irs', 'harassment', 'tax', 'copy', 'visiting', 'son', 'dallas', 'christmas', 'certainly', 'would', 'want', 'friend', 'feel', 'frustration', 'read']"
246,246,0,0.941699982,"would, work, time, loan, home, process, read, great, lender, rate","['worked', 'person', 'name', 'andrew', 'leehy', 'hard', 'working', 'honest', 'person', 'customer', 'interest', 'commission', 'heart']"
247,247,0,0.847599983,"would, work, time, loan, home, process, read, great, lender, rate","['great', 'customer', 'service', 'helpful']"
248,248,2,0.852500021,"loan, process, time, closing, u, read, mortgage, rate, great, would","['receptive', 'thorough', 'quick', 'close']"
249,249,1,0.975600004,"loan, process, would, u, read, recommend, home, mortgage, team, time","['refinanced', 'house', 'loansnap', 'company', 'amazing', 'everyone', 'dealt', 'friendly', 'knowledgeable', 'willing', 'answer', 'question', 'would', 'highly', 'recommenced', 'loansnap', 'anyone', 'looking', 'refinance', 'home', 'loan', 'officer', 'dyllon', 'b', 'would', 'highly', 'recommend', 'knowledgeable', 'make', 'whole', 'process', 'seem', 'easy']"
250,250,2,0.9903,"loan, process, time, closing, u, read, mortgage, rate, great, would","['worked', 'kory', 'klossner', 'loan', 'officer', 'nasb', 'confirming', 'could', 'offer', 'much', 'lower', 'rate', 'financial', 'institution', 'took', 'additional', 'time', 'explain', 'pro', 'con', 'different', 'loan', 'type', 'conventional', 'versus', 'va', 'loan', 'kory', 'also', 'took', 'time', 'calculate', 'approximate', 'monthly', 'payment', 'closing', 'cost', 'never', 'felt', 'like', 'pressured', 'rushed', 'decision', 'fact', 'felt', 'quite', 'opposite', 'gave', 'whatever', 'time', 'needed', 'fully', 'understand', 'option', 'make', 'choice', 'right', 'based', 'upon', 'unique', 'circumstance', 'kory', 'went', 'beyond', 'make', 'feel', 'comfortable', 'biggest', 'financial', 'decision', 'life', 'thanks', 'kory', 'star', 'read']"
251,251,2,0.932500005,"loan, process, time, closing, u, read, mortgage, rate, great, would","['marcus', 'great', 'work', 'always', 'quick', 'respond', 'question', 'deff', 'recommend', 'use', 'future']"
252,252,0,0.947799981,"would, work, time, loan, home, process, read, great, lender, rate","['rob', 'helpful', 'getting', 'loan', 'closed', 'issue', 'end', 'didnt', 'know', 'still', 'able', 'get', 'done', 'time']"
253,253,0,0.985700011,"would, work, time, loan, home, process, read, great, lender, rate","['couldnt', 'pleased', 'aaron', 'customer', 'service', 'father', 'recommended', 'aaron', 'looking', 'buy', 'house', 'aaron', 'fought', 'get', 'best', 'rate', 'made', 'sure', 'everything', 'went', 'planned', 'wasnt', 'able', 'move', 'closing', 'date', 'keep', 'rate', 'interest', 'rate', 'aaron', 'told', 'worry', 'would', 'cover', 'cost', 'difference', 'thing', 'pay', 'extra', 'rush', 'appraiser', 'close', 'time', 'would', 'recommend', 'aaron', 'anyone', 'looking', 'buy', 'home', 'know', 'great', 'job', 'like', 'read']"
254,254,2,0.979499996,"loan, process, time, closing, u, read, mortgage, rate, great, would","['initially', 'mortgage', 'broker', 'friendly', 'assertive', 'paper', 'work', 'filled', 'closing', 'loan', 'eminent', 'became', 'increasingly', 'difficult', 'reach', 'broker', 'initiate', 'phone', 'call', 'seemed', 'call', 'make', 'process', 'move', 'forward', 'took', 'four', 'week', 'get', 'copy', 'closing', 'document', 'payoff', 'credit', 'card']"
255,255,1,0.971700013,"loan, process, would, u, read, recommend, home, mortgage, team, time","['wife', 'purchased', 'several', 'home', 'year', 'worked', 'number', 'different', 'mortgage', 'company', 'experience', 'jeremy', 'brent', 'custer', 'far', 'best', 'ever', 'experienced', 'ever', 'market', 'definitely', 'back', 'recommend', 'nasb', 'anyone', 'know', 'looking', 'mortgage']"
256,256,1,0.950500011,"loan, process, would, u, read, recommend, home, mortgage, team, time","['fantastic', 'communicator', 'able', 'offer', 'option', 'may', 'considered', 'think', 'big', 'picture', 'best', 'achieve', 'longterm', 'goal']"
257,257,1,0.971000016,"loan, process, would, u, read, recommend, home, mortgage, team, time","['teddy', 'ferrell', 'binh', 'lai', 'excellent', 'team', 'member', 'teddy', 'explained', 'everything', 'beginning', 'end', 'honest', 'front', 'required', 'transaction', 'take', 'place', 'answered', 'call', 'email', 'timely', 'manner', 'professional', 'excellent', 'communication']"
258,258,0,0.915199995,"would, work, time, loan, home, process, read, great, lender, rate","['fast', 'helpful', 'best', 'service', 'possible', 'heartily', 'recommend', 'everyone']"
259,259,1,0.966199994,"loan, process, would, u, read, recommend, home, mortgage, team, time","['kelly', '&', 'rasool', 'extremely', 'helpful', 'stressful', 'time', 'family', 'made', 'u', 'feel', 'taken', 'care', 'really', 'cared', 'helping', 'u', 'thank', 'referring', 'family', 'friend', 'future']"
260,260,0,0.833899975,"would, work, time, loan, home, process, read, great, lender, rate","['great', 'experience', 'great', 'people']"
261,261,1,0.683499992,"loan, process, would, u, read, recommend, home, mortgage, team, time","['built', 'new', 'home', 'wanted', 'get', 'small', 'mortgage', 'compared', 'value', 'property', 'process', 'took', 'much', 'longer', 'told', 'would', 'causing', 'mishandling', 'reverification', 'information', 'provided', 'nasb', 'difference', 'opinion', 'necessary', 'close', 'loan', 'made', 'process', 'diffiicult', 'family', 'would', 'recommend', 'north', 'american', 'saving', 'bank', 'amortgage', 'lender', 'read']"
262,262,0,0.867600024,"would, work, time, loan, home, process, read, great, lender, rate","['accommodating', 'easy', 'work', 'good', 'product']"
263,263,0,0.862600029,"would, work, time, loan, home, process, read, great, lender, rate","['alex', 'persistent', 'diligent', 'thorough', 'easy', 'work', 'got', 'excellent', 'rate', 'home', 'next', 'time', 'buy', '’', 'absoltely', 'work']"
264,264,1,0.936500013,"loan, process, would, u, read, recommend, home, mortgage, team, time","['past', 'experience', 'wyndham', 'mortgage', 'would', 'without', 'question', 'use', 'needed', 'wyndham', 'went', 'beyond', 'extra', 'mile', 'right', 'wrong', 'encountered', 'servicer', 'dealing', 'previous', 'loan', 'pulled', 'together', 'found', 'viable', 'option', 'u', 'ultimately', 'saved', 'u', 'money', 'would', 'highly', 'recommend', 'brad', 'thomka', 'wyndham', 'capital', 'mortgage', 'team', 'mortgage', 'need', 'sincerest', 'thanks', 'wyndham', 'ed', '&', 'lind']"
265,265,1,0.984200001,"loan, process, would, u, read, recommend, home, mortgage, team, time","['thanks', 'reliance', 'capital', 'helping', 'u', 'get', 'thought', 'would', 'difficult', 'impossible', 'refinance', 'weve', 'credit', 'issue', 'past', 'lately', 'weve', 'working', 'hard', 'improving', 'score', 'happy', 'reliance', 'capital', 'able', 'work', 'u', 'help', 'guide', 'u', 'throughout', 'process', 'despite', 'le', 'stellar', 'financial', 'situation', 'thanks', 'especially', 'patrick', 'g', 'excellent', 'customer', 'service', 'reassurance', 'step', 'way', 'read']"
266,266,2,0.968500018,"loan, process, time, closing, u, read, mortgage, rate, great, would","['stephanie', 'amazing', 'bought', 'first', 'house', 'houston', '’', 'thankful', 'patience', 'help', 'gave', 'u', 'working', 'pleasure', 'u', 'realtor', '’', 'never', 'forget', 'thank', 'stephanie', '’', 'best', 'highly', 'recommend']"
267,267,1,0.894599974,"loan, process, would, u, read, recommend, home, mortgage, team, time","['found', 'triumph', 'online', 'reached', 'loved', 'easy', 'get', 'hold', 'answered', 'question', 'went', 'beyond', 'make', 'sure', 'understood', 'whole', 'process', 'team', 'responsive', 'keep', 'everything', 'still', 'need', 'going', 'forward', 'closed', 'late', 'friday', 'funding', 'happened', 'relatively', 'fast', 'without', 'hiccup', 'would', 'hand', 'recommend', 'anyone', 'purchasing', 'house', 'made', 'process', 'run', 'smoothly', 'read']"
268,268,2,0.963100016,"loan, process, time, closing, u, read, mortgage, rate, great, would","['fred', 'went', 'beyond', 'make', 'sure', 'everything', 'went', 'smoothly', 'including', 'making', 'call', 'vacation', 'fred', 'work', 'hard', 'make', 'dream', 'come', 'true']"
269,269,2,0.798399985,"loan, process, time, closing, u, read, mortgage, rate, great, would","['say', 'enough', 'great', 'thing', 'peter', 'team', 'peter', 'always', 'available', 'always', 'responded', 'right', 'away', 'answered', 'question', 'answer', 'question', 'took', 'time', 'explain', 'everything', 'detail', 'made', 'sure', 'understood', 'answer', 'andor', 'process']"
270,270,1,0.984899998,"loan, process, would, u, read, recommend, home, mortgage, team, time","['simple', 'really', 'refi', 'lot', 'work', 'stressful', 'look', 'company', 'one', 'going', 'handle', 'work', 'best', 'interest', 'well', 'present', 'idea', 'may', 'known', 'option', 'strategy', 'underway', 'want', 'communication', 'update', 'overall', 'insight', 'process', 'going', 'three', 'thing', 'happen', 'easily', 'noninvasive', 'way', 'dlj', 'check', 'every', 'box', 'mentioned', 'would', 'highly', 'recommend', 'anyone', 'want', 'refi', 'correctly', 'minimal', 'stress', 'read']"
271,271,2,0.925899982,"loan, process, time, closing, u, read, mortgage, rate, great, would","['gregory', 'understood', 'need', 'able', 'listen', 'helped', 'process', 'closed', 'timely', 'fashion']"
272,272,1,0.978200018,"loan, process, would, u, read, recommend, home, mortgage, team, time","['worked', 'adan', 'munoz', 'loan', 'processor', 'janeen', 'cadwell', 'refi', 'felt', 'like', 'team', 'trying', 'make', 'loan', 'happen', 'ups', 'down', 'loan', 'condition', 'underwriting', 'guideline', 'got', 'done', 'end', 'pleased', 'service', 'got', 'top', 'notch', 'would', 'recommend', 'anybody', 'read']"
273,273,2,0.941100001,"loan, process, time, closing, u, read, mortgage, rate, great, would","['great', 'customer', 'service', 'always', 'available', 'called', 'respectful', 'thanks', 'working', 'extra', 'hard', 'close', 'time']"
274,274,1,0.949299991,"loan, process, would, u, read, recommend, home, mortgage, team, time","['first', 'time', 'refinanced', 'home', 'kirk', 'knowledgeable', 'made', 'easy', 'u', 'throughout', 'process', 'great', 'rate', 'service', 'thank']"
275,275,1,0.987800002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['family', 'shopped', 'around', 'home', 'mortgage', 'currently', 'reside', 'new', 'jersey', 'every', 'mortgage', 'company', 'wanted', 'nearly', 'k', 'close', 'found', 'north', 'american', 'saving', 'bank', 'online', 'steve', 'person', 'assigned', 'work', 'wonderful', 'say', 'least', 'steve', 'would', 'always', 'answer', 'call', 'email', 'promptly', 'addition', 'office', 'steve', 'always', 'made', 'sure', 'colleague', 'assisted', 'honestly', 'say', 'enough', 'nasb', 'ultimately', 'able', 'get', 'much', 'lower', 'interest', 'rate', 'monthly', 'payment', 'home', 'highly', 'recommend', 'steve', 'anyone', 'read']"
276,276,0,0.733900011,"would, work, time, loan, home, process, read, great, lender, rate","['buying', 'home', 'complicated', 'multiple', 'party', 'competing', 'interest', 'really', 'stressful', 'frustrating', 'experiecne', 'help', 'enormously', 'working', 'lender', 'upfront', 'offer', 'accept', 'term', 'type', 'loan', 'type', 'property', 'downpayment', 'timing', 'close', 'received', 'call', 'dlj', 'previous', 'lender', 'changed', 'term', 'two', 'week', 'escrow', 'desperation', 'filled', 'lending', 'tree', 'form', 'hope', 'finding', 'new', 'lender', 'time', 'honestly', 'thought', 'purchase', 'going', 'fall', 'next', 'day', 'received', 'call', 'number', 'lender', 'didnt', 'recognize', 'dlj', 'glad', 'answered', 'phone', 'within', 'minute', 'adan', 'munoz', 'back', 'track', 'dljs', 'team', 'across', 'board', 'knowledgable', 'articulate', 'wellcoordinated', 'calm', 'constructive', 'offered', 'product', 'met', 'need', 'perfectly', 'got', 'across', 'finish', 'line', 'record', 'time', 'special', 'shoutout', 'focused', 'unflappable', 'highly', 'responsive', 'ranee', 'martinez', 'read']"
277,277,0,0.985700011,"would, work, time, loan, home, process, read, great, lender, rate","['couldnt', 'pleased', 'aaron', 'customer', 'service', 'father', 'recommended', 'aaron', 'looking', 'buy', 'house', 'aaron', 'fought', 'get', 'best', 'rate', 'made', 'sure', 'everything', 'went', 'planned', 'wasnt', 'able', 'move', 'closing', 'date', 'keep', 'rate', 'interest', 'rate', 'aaron', 'told', 'worry', 'would', 'cover', 'cost', 'difference', 'thing', 'pay', 'extra', 'rush', 'appraiser', 'close', 'time', 'would', 'recommend', 'aaron', 'anyone', 'looking', 'buy', 'home', 'know', 'great', 'job', 'like', 'read']"
278,278,2,0.931999981,"loan, process, time, closing, u, read, mortgage, rate, great, would","['teddy', 'represents', 'company', 'well', 'communicative', 'patient', 'hardworking', 'get', 'job', 'done']"
279,279,0,0.656599998,"would, work, time, loan, home, process, read, great, lender, rate","['penny', 'pleasure', 'work', 'work', 'hard', 'find', 'best', 'rate', 'decision', 'mortgage', 'purpose', 'work', 'fast', 'pace', 'quick', 'response', 'enjoyed', 'working', 'penny', 'referred', 'many', 'people', 'referral', 'let', 'u', 'know', 'happy', 'recommendation', 'couldnt', 'asked', 'work', 'someone', 'better', 'strongly', 'encourage', 'give', 'penny', 'call', 'mortgage', 'inquiry', 'read']"
280,280,1,0.941699982,"loan, process, would, u, read, recommend, home, mortgage, team, time","['buying', 'house', 'stressful', 'thing', 'done', 'specially', 'developer', 'company', 'deal', 'mark', 'team', 'best', 'always', 'helpful', 'time', 'went', 'extra', 'mile', 'help', 'solve', 'question', 'really', 'happy', 'chose', 'beginning', 'showed', 'professionalism', 'customer', 'care', 'skill', 'bottom', 'heart', 'thank', 'helping', 'get', 'first', 'home', 'read']"
281,281,1,0.950699985,"loan, process, would, u, read, recommend, home, mortgage, team, time","['brad', 'helpful', 'entire', 'process', 'first', 'time', 'home', 'buyer', 'fiance', 'felt', 'much', 'better', 'brad', 'expertise', 'guidance']"
282,282,1,0.630400002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['spending', 'month', 'trying', 'complete', 'application', 'loan', 'little', 'success', 'found', 'patrick', 'reliance', 'kept', 'informed', 'regular', 'basis', 'happening', 'needed', 'time', 'line', 'closing', 'great', 'experience']"
283,283,2,0.991100013,"loan, process, time, closing, u, read, mortgage, rate, great, would","['closing', 'went', 'pretty', 'smooth', 'exception', 'bump', 'customer', 'service', 'agent', 'prompt', 'response', 'well', 'document', 'transfer', 'keen', 'refinance', 'electronic', 'email', 'phone', 'say', 'process', 'easy', 'went', 'well', 'got', 'great', 'rate', 'closing', 'cost', 'good', 'issue', 'closing', 'final', 'document', 'written', 'year', 'loan', 'suppose', 'year', 'loan', 'issue', 'happened', 'final', 'writing', 'close', 'specified', 'closing', 'date', 'happened', 'day', 'later', 'paper', 'rewritten', 'great', 'able', 'resolve', 'one', 'day', 'bad', 'part', 'got', 'charged', 'rate', 'lock', 'extension', 'fee', 'rate', 'lock', 'expired', 'day', 'suppose', 'close', 'sure', 'could', 'fought', 'fee', 'caused', 'mistake', 'closing', 'new', 'year', 'eave', 'want', 'carry', 'closing', 'new', 'year', 'read']"
284,284,1,0.913399994,"loan, process, would, u, read, recommend, home, mortgage, team, time","['provided', 'timely', 'friendly', 'service', 'bring', 'loan', 'close', 'quickly']"
285,285,2,0.978699982,"loan, process, time, closing, u, read, mortgage, rate, great, would","['kory', 'far', 'best', 'loan', 'officer', 'ever', 'worked', 'dealing', 'complicated', 'refinance', 'purchase', 'two', 'different', 'property', 'cool', 'calm', 'professional', 'extremely', 'knowledgeable', 'throughout', 'entire', 'process', '’', 'use', 'anyone', 'else', 'moving', 'forward', 'level', 'integrity', 'responsiveness', 'second', 'none', 'thanks', 'everything', 'kory', 'read']"
286,286,1,0.926299989,"loan, process, would, u, read, recommend, home, mortgage, team, time","['stephanie', 'alina', 'phillip', 'great', 'work', 'made', 'process', 'quick', 'painless', 'highly', 'recommend']"
287,287,2,0.839600027,"loan, process, time, closing, u, read, mortgage, rate, great, would","['went', 'beyond', 'make', 'sure', 'much', 'information', 'needed', 'close', 'home', 'great', 'job', 'kevin', 'team', 'stay', 'connected', 'provide', 'timely', 'communication', 'close', 'early', 'truly', 'care', 'individual', 'family', 'provided', 'great', 'overall', 'experience', 'one', 'stressful', 'time', 'someone', 'life', 'great', 'job', 'overall', 'thanks', 'hard', 'work', 'information', 'super', 'helpful', 'truly', 'appreciate', 'approach', 'confidence', 'earned', 'knowing', 'right', 'u', 'customer', 'read']"
288,288,0,0.860400021,"would, work, time, loan, home, process, read, great, lender, rate","['great', 'first', 'time', 'home', 'buyer']"
289,289,0,0.966499984,"would, work, time, loan, home, process, read, great, lender, rate","['nasb', 'amazing', 'work', 'preapproval', 'process', 'easy', 'informational', 'chose', 'home', 'closed', 'within', 'day', 'agreement', 'date', 'thanks', 'nasb', 'making', 'first', 'home', 'purchase', 'amazing', 'experience']"
290,290,1,0.987699986,"loan, process, would, u, read, recommend, home, mortgage, team, time","['looking', 'way', 'consolidate', 'current', 'debt', 'submitted', 'loan', 'request', 'lending', 'tree', 'received', 'email', 'steven', 'shatz', 'decided', 'give', 'call', 'see', 'could', 'offer', 'based', 'review', 'lending', 'tree', 'started', 'talking', 'knew', 'willing', 'work', 'get', 'best', 'option', 'table', 'settled', 'closed', 'fairly', 'quickly', 'worked', 'issue', 'right', 'side', 'always', 'phone', 'call', 'text', 'email', 'away', 'never', 'delayed', 'returning', 'message', 'would', 'highly', 'recommend', 'reliance', 'first', 'capital', 'steven', 'shatz', 'mortgage', 'need', 'read']"
291,291,2,0.610099971,"loan, process, time, closing, u, read, mortgage, rate, great, would","['first', 'inquired', 'loan', 'brent', 'month', 'ago', 'told', 'wanted', 'put', 'hold', 'found', 'cost', 'buy', 'lease', 'month', 'contacted', 'morning', 'told', 'time', 'get', 'serious', 'responded', 'within', 'hour', 'rolling', 'week', 'later', 'found', 'home', 'wanted', 'make', 'offer', 'week', 'later', 'closed', 'home', 'time', 'always', 'knew', 'going', 'talked', 'daily', 'made', 'feel', 'comfortable', 'whole', 'process', 'always', 'felt', 'like', 'control', 'honestly', 'purchasing', 'home', 'much', 'easier', 'thought', 'id', 'recommend', 'anyone', 'read']"
292,292,1,0.937699974,"loan, process, would, u, read, recommend, home, mortgage, team, time","['writing', 'review', 'share', 'ended', 'unpleasant', 'experience', 'kirk', 'gay', 'pacific', 'beneficial', 'mortgage', 'potential', 'customer', 'first', 'time', 'homebuyer', 'originally', 'going', 'go', 'local', 'mortgage', 'broker', 'loan', 'wanted', 'shop', 'around', 'potential', 'better', 'rate', 'used', 'lendingtree', 'kirk', 'contacted', 'original', 'lender', 'offered', 'pay', 'home', 'appraisal', 'writing', 'wanting', 'compete', 'kirk', 'said', 'would', 'pay', 'appraisal', 'stated', 'writing', 'asked', 'letter', 'lender', 'provided', 'could', 'get', 'permission', 'pacific', 'beneficial', 'pay', 'appraisal', 'kirk', 'confirmed', 'would', 'paying', 'appraisal', 'happy', 'kirk', 'accommodate', 'customer', 'however', 'closed', 'home', 'cost', 'appraisal', 'final', 'buyer', '’', 'statement', '$', 'kirk', 'said', 'would', 'paying', 'appraisal', 'thought', 'would', 'reimbursed', 'reached', 'kirk', 'via', 'email', 'close', 'got', 'response', '“', 'paid', 'appraisal', 'upfront', 'get', 'reimbursed', '”', 'reached', 'kirk', 'two', 'time', 'via', 'email', 'response', 'called', 'office', 'spoke', 'kirk', '’', 'bos', '’', 'admin', 'instructed', 'reach', 'kirk', '’', 'bos', 'adam', 'carrion', 'received', 'email', 'response', 'kirk', 'stating', 'lender', 'credit', 'received', 'le', 'appraisal', 'would', 'receive', 'cover', 'cost', 'despite', 'fact', 'entering', 'loan', 'kirk', 'told', 'pacific', 'beneficial', 'would', 'paying', 'appraisal', 'would', 'receiving', 'lender', 'credit', 'kirk', 'asked', 'call', 'left', 'voicemail', 'never', 'called', 'back', 'called', 'kirk', 'leaving', 'voicemail', 'response', 'began', 'reaching', 'bos', 'adam', 'carrion', 'via', 'email', 'continue', 'explain', 'situation', 'receive', 'email', 'kirk', 'asking', 'call', 'left', 'voicemail', 'received', 'response', 'called', 'adam', 'spoke', 'phone', 'receive', 'call', 'kirk', 'offering', 'nominal', 'amount', 'money', 'stated', 'wanted', 'reimbursed', 'entire', 'appraisal', 'amount', 'said', 'would', 'go', 'back', 'power', 'see', 'could', 'never', 'heard', 'reached', 'kirk', 'adam', 'via', 'email', 'check', 'status', 'response', 'next', 'day', 'reached', 'voicing', 'displeasure', 'going', 'take', 'action', 'via', 'review', 'received', 'email', 'kirk', 'accusing', 'extorting', 'want', 'potential', 'customer', 'know', 'occurred', 'misled', 'treated', 'terribly', 'customer', 'kirk', 'paid', 'commission', 'extremely', 'disappointing', 'brokerage', 'would', 'go', 'length', '$', 'fact', 'promised', 'customer', 'read']"
293,293,0,0.981299996,"would, work, time, loan, home, process, read, great, lender, rate","['dean', 'professional', 'informative', 'right', 'start', 'impressive', 'quickly', 'returned', 'correspondence', 'update', 'loan', 'status', 'question', 'conventional', 'loan', 'closed', 'time', 'frame', 'dean', 'gave', 'u', 'worked', 'hard', 'unforeseen', 'issue', 'could', 'happier', 'certainly', 'recommend', 'dean', 'germain', 'confident', 'receive', 'top', 'notch', 'experience', 'clear', 'dean', 'passionate', 'client', 'mortgage', 'product', 'read']"
294,294,2,0.601499975,"loan, process, time, closing, u, read, mortgage, rate, great, would","['dean', 'easy', 'contact', 'work', 'throughout', 'lending', 'process', 'home', 'purchase', 'experience', 'preapproval', 'letter', 'closing', 'table', 'excellent', 'dean', 'extremely', 'responsive', 'team', 'provides', 'great', 'tracking', 'closing', 'dean', 'industry', 'year', 'provides', 'great', 'service', 'tremendous', 'expertise', 'highly', 'recommend']"
295,295,1,0.973399997,"loan, process, would, u, read, recommend, home, mortgage, team, time","['marcos', 'team', 'every', 'step', 'way', 'u', 'every', 'time', 'reached', 'received', 'response', 'within', 'minute', 'go', 'call', 'text', 'email', 'marcos', 'made', 'process', 'easy', 'could', 'imagine', 'id', 'recommend', 'team', 'triumph', 'anyone']"
296,296,2,0.98269999,"loan, process, time, closing, u, read, mortgage, rate, great, would","['little', 'skeptical', 'using', 'broker', 'familiar', 'withnot', 'referred', 'anyone', 'know', 'reading', 'yelp', 'review', 'alex', 'jocovic', 'decided', 'gove', 'pacific', 'beneficial', 'try', 'pleased', 'satisfied', 'entire', 'process', 'alex', 'jocovic', 'patient', 'always', 'promptly', 'returned', 'call', 'amd', 'email', 'felt', 'comfortable', 'assured', 'would', 'close', 'time', 'even', 'realtor', 'commented', 'easy', 'work', 'alex', 'would', 'definitely', 'recommend', 'using', 'alex', 'read']"
297,297,1,0.987800002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['family', 'shopped', 'around', 'home', 'mortgage', 'currently', 'reside', 'new', 'jersey', 'every', 'mortgage', 'company', 'wanted', 'nearly', 'k', 'close', 'found', 'north', 'american', 'saving', 'bank', 'online', 'steve', 'person', 'assigned', 'work', 'wonderful', 'say', 'least', 'steve', 'would', 'always', 'answer', 'call', 'email', 'promptly', 'addition', 'office', 'steve', 'always', 'made', 'sure', 'colleague', 'assisted', 'honestly', 'say', 'enough', 'nasb', 'ultimately', 'able', 'get', 'much', 'lower', 'interest', 'rate', 'monthly', 'payment', 'home', 'highly', 'recommend', 'steve', 'anyone', 'read']"
298,298,0,0.845700026,"would, work, time, loan, home, process, read, great, lender, rate","['great', 'work', 'responsive', 'inquiry']"
299,299,1,0.970600009,"loan, process, would, u, read, recommend, home, mortgage, team, time","['aaron', 'extremely', 'help', 'friendly', 'kept', 'everything', 'always', 'front', 'everything', 'veteran', 'made', 'go', 'extra', 'mile', 'always', 'available', 'talk', 'answer', 'question', 'first', 'time', 'buying', 'home', 'made', 'painless', 'possible', 'wife', 'nothing', 'great', 'thing', 'thank', 'enough', 'helping', 'u', 'process', 'read']"
300,300,2,0.987800002,"loan, process, time, closing, u, read, mortgage, rate, great, would","['slow', 'took', 'month', 'close', 'nd', 'financial', 'disclosure', 'increase', 'borrowing', 'amount', 'servicer', 'said', 'increase', 'due', 'tax', 'estimated', 'fact', 'increase', 'point', 'thought', 'rate', 'locked', 'want', 'use', 'attorney', 'went', 'without', 'notifying', 'attorney', 'closing', 'notary', 'came', 'house', 'tshirt', 'notary', 'said', 'could', 'give', 'legal', 'advice', 'legal', 'question', 'document', 'luck', 'despite', 'paying', '$', 'attorney', 'later', 'learned', 'attorney', 'sanctioned', 'nc', 'state', 'bar', 'conduct', 'related', 'real', 'estate', 'closing', 'read']"
301,301,2,0.962000012,"loan, process, time, closing, u, read, mortgage, rate, great, would","['overall', 'fine', 'job', 'cost', 'received', 'prevailing', 'rate', 'minor', 'paperwork', 'mistake', 'required', 'repeated', 'form', 'signed', 'nothing', 'worth', 'worrying', 'peter', 'good', 'job']"
302,302,0,0.635900021,"would, work, time, loan, home, process, read, great, lender, rate","['marcos', 'tremendous', 'asset', 'triumph', 'lending', 'katie', 'extremely', 'helpful', 'explaining', 'step', 'way', 'keeping', 'u', 'informed', 'progress', 'accomplished', 'everything', 'said', 'would', 'closed', 'time', 'last', 'day', 'month', 'planned', 'midst', 'high', 'tension', 'party', 'great', 'job']"
303,303,0,0.864300013,"would, work, time, loan, home, process, read, great, lender, rate","['helpful', 'question', 'concern', 'answer', 'quickly']"
304,304,1,0.699599981,"loan, process, would, u, read, recommend, home, mortgage, team, time","['built', 'new', 'home', 'wanted', 'get', 'small', 'mortgage', 'compared', 'value', 'property', 'process', 'took', 'much', 'longer', 'told', 'would', 'causing', 'mishandling', 'reverification', 'information', 'provided', 'nasb', 'difference', 'opinion', 'necessary', 'close', 'loan', 'made', 'process', 'diffiicult', 'family', 'would', 'recommend', 'north', 'american', 'saving', 'bank', 'amortgage', 'lender', 'read']"
305,305,0,0.728500009,"would, work, time, loan, home, process, read, great, lender, rate","['tom', 'pleasure', 'work', 'really', 'took', 'time', 'answer', 'question', 'always', 'answered', 'phone', 'called', 'went', 'beyond', 'make', 'sure', 'good', 'experience', 'since', 'referred', 'three', 'friend', 'similar', 'experience', 'tom', 'knowledable', 'best', 'industry', '’', 'hearing', 'u', 'tom', 'thank', 'everything', 'read']"
306,306,0,0.606899977,"would, work, time, loan, home, process, read, great, lender, rate","['nasb', 'team', 'went', 'beyond', 'family', 'closed', 'important', 'va', 'home', 'loan', 'time', 'despite', 'many', 'change', 'military', 'retirement', 'challenging', 'antebellum', 'home', 'required', 'entire', 'nasb', 'team', 'pull', 'stop', 'know', 'rule', 'regulation', 'guide', 'u', 'tough', 'va', 'process', 'truly', 'believe', 'would', 'closed', 'time', 'different', 'team', 'recommend', 'nasb', 'home', 'loansespecially', 'complicate', 'va', 'loan']"
